Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,EFF
336,Ryan Rollins,22,MIL,PG,56,19,14.6,2.4,4.8,48.7,0.9,2.1,40.8,1.5,2.7,55.00000000000001,57.7,0.6,0.8,80.0,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,6.2,,6.000000000000001
337,Dru Smith,27,MIA,SG,14,1,19.1,2.2,4.4,50.8,1.1,2.1,53.3,1.1,2.2,48.4,63.9,0.6,0.9,75.0,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,,6.500000000000001
338,Isaac Okoro,24,CLE,SG,55,22,19.1,2.3,4.9,46.400000000000006,1.0,2.7,37.1,1.2,2.1,58.6,56.89999999999999,0.6,0.8,71.7,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,,5.499999999999999
339,Jarace Walker,21,IND,PF,75,5,15.8,2.3,4.8,47.2,1.0,2.5,40.5,1.3,2.3,54.3,57.6,0.6,0.9,66.7,0.3,2.7,3.1,1.5,0.7,0.3,1.0,1.5,6.1,,6.3999999999999995
340,N'Faly Dante,23,HOU,C,4,0,12.8,2.5,3.3,76.9,0.0,0.0,,2.5,3.3,76.9,76.9,1.0,1.3,80.0,1.5,3.8,5.3,0.5,0.3,1.3,0.5,2.3,6.0,,9.500000000000004
341,Mouhamed Gueye,22,ATL,PF,33,28,16.2,2.2,5.2,42.1,0.6,2.5,25.9,1.5,2.7,56.7,48.2,1.0,1.3,76.2,1.3,2.9,4.2,0.8,0.8,1.0,0.5,1.7,6.0,,7.300000000000001
342,Luke Kornet,29,BOS,C,73,16,18.6,2.6,3.8,66.8,0.0,0.0,0.0,2.6,3.8,67.5,66.8,0.9,1.3,69.1,2.6,2.7,5.3,1.6,0.5,1.0,0.4,1.6,6.0,,10.8
343,Isaiah Mobley,25,PHI,PF,1,0,17.0,2.0,7.0,28.6,1.0,3.0,33.300000000000004,1.0,4.0,25.0,35.7,1.0,2.0,50.0,1.0,3.0,4.0,5.0,1.0,1.0,0.0,3.0,6.0,,8.0
344,Isaiah Stewart,23,DET,C,72,4,19.9,2.4,4.4,55.900000000000006,0.2,0.7,32.1,2.2,3.6,60.7,58.6,0.9,1.2,75.9,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,6.0,,9.3
345,James Wiseman,23,IND,C,1,0,5.0,2.0,4.0,50.0,0.0,1.0,0.0,2.0,3.0,66.7,50.0,2.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,,5.0
346,Isaiah Wong,24,CHO,SG,20,0,13.3,2.1,5.3,39.0,0.7,1.7,39.4,1.4,3.6,38.9,45.2,1.3,1.7,73.5,0.7,0.9,1.6,1.4,0.6,0.0,0.9,1.1,6.0,,4.0
347,Cole Swider,25,2TM,SF,10,0,16.9,2.2,6.3,34.9,1.5,4.7,31.9,0.7,1.6,43.8,46.8,0.0,0.1,0.0,0.5,2.2,2.7,0.3,0.4,0.2,0.4,1.2,5.9,,3.700000000000003
347,Cole Swider,25,DET,SF,2,0,6.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,,-1.5
347,Cole Swider,25,TOR,SF,8,0,19.5,2.8,7.3,37.9,1.9,5.3,35.7,0.9,2.0,43.8,50.9,0.0,0.1,0.0,0.6,2.5,3.1,0.3,0.5,0.3,0.5,1.4,7.4,,5.100000000000001
348,Chuma Okeke,26,2TM,PF,9,3,21.8,2.2,4.4,50.0,1.2,3.1,39.3,1.0,1.3,75.0,63.8,0.2,0.3,66.7,2.3,2.9,5.2,1.7,0.6,0.4,0.3,0.6,5.9,,10.600000000000001
348,Chuma Okeke,26,PHI,PF,7,3,24.4,2.6,4.7,54.50000000000001,1.4,3.1,45.5,1.1,1.6,72.7,69.69999999999999,0.3,0.4,66.7,2.9,3.3,6.1,1.9,0.7,0.4,0.4,0.7,6.9,,12.7
348,Chuma Okeke,26,CLE,PF,2,0,12.5,1.0,3.5,28.6,0.5,3.0,16.7,0.5,0.5,10.0,35.7,0.0,0.0,,0.5,1.5,2.0,1.0,0.0,0.5,0.0,0.0,2.5,,3.5
349,Kyle Anderson,31,2TM,PF,61,4,16.4,2.3,5.0,46.9,0.4,1.1,35.7,1.9,3.8,50.2,51.0,0.8,1.1,73.8,0.9,2.5,3.4,2.4,0.7,0.5,0.6,1.3,5.9,,8.0
349,Kyle Anderson,31,GSW,PF,36,3,15.0,2.1,4.7,45.0,0.5,1.4,36.5,1.6,3.3,48.7,50.6,0.5,0.8,66.7,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3,,7.399999999999998
349,Kyle Anderson,31,MIA,SF,25,1,18.4,2.6,5.4,49.3,0.2,0.7,33.300000000000004,2.4,4.6,51.7,51.5,1.2,1.5,78.9,1.0,2.8,3.8,2.6,0.6,0.5,0.7,1.6,6.7,,8.8
350,Simone Fontecchio,29,DET,SF,75,0,16.5,2.0,5.0,40.2,1.0,3.0,33.5,1.0,1.9,50.7,50.4,0.9,1.1,83.3,0.7,2.2,2.9,0.9,0.4,0.2,0.7,1.3,5.9,,5.1000000000000005
351,Collin Gillespie,25,PHO,PG,33,9,14.0,2.1,4.8,43.0,1.2,2.7,43.3,0.9,2.1,42.6,55.400000000000006,0.6,0.7,86.4,0.7,1.7,2.4,2.4,0.6,0.2,0.5,0.9,5.9,,7.300000000000001
352,Tidjane Salaün,19,CHO,PF,60,10,20.7,1.9,5.8,33.0,1.0,3.4,28.3,0.9,2.3,40.0,41.4,1.1,1.6,71.3,1.2,3.5,4.7,1.2,0.5,0.2,1.0,1.4,5.9,,5.7
353,Jaylin Williams,22,OKC,PF,47,9,16.7,2.1,4.7,43.9,1.3,3.3,39.900000000000006,0.8,1.4,52.900000000000006,57.7,0.5,0.6,76.7,1.0,4.6,5.6,2.6,0.5,0.6,0.7,1.7,5.9,,10.1
354,Moses Brown,25,2TM,C,13,2,9.2,2.6,3.8,69.39999999999999,0.0,0.0,,2.6,3.8,69.39999999999999,69.39999999999999,0.6,0.8,72.7,0.9,2.5,3.4,0.2,0.5,0.3,0.8,1.3,5.8,,6.699999999999999
354,Moses Brown,25,IND,C,9,0,5.1,1.4,2.2,65.0,0.0,0.0,,1.4,2.2,65.0,65.0,0.3,0.6,60.0,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2,,2.3999999999999995
354,Moses Brown,25,DAL,C,4,2,18.3,5.3,7.3,72.39999999999999,0.0,0.0,,5.3,7.3,72.39999999999999,72.39999999999999,1.3,1.5,83.3,2.0,5.8,7.8,0.5,1.0,0.8,1.3,2.8,11.8,,15.600000000000001
355,Adem Bona,21,PHI,C,58,11,15.6,2.3,3.3,70.3,0.0,0.0,0.0,2.3,3.3,70.7,70.3,1.2,1.7,67.0,1.6,2.6,4.2,0.5,0.4,1.2,1.1,2.2,5.8,,7.299999999999999
356,Quenton Jackson,26,IND,PG,28,7,13.6,2.1,4.4,47.5,0.5,1.4,37.5,1.5,2.9,52.400000000000006,53.7,1.1,1.4,77.5,0.5,1.1,1.6,1.9,0.8,0.2,0.6,1.5,5.8,,5.6000000000000005
357,Robert Williams,27,POR,C,20,3,17.6,2.5,3.9,64.1,0.1,0.2,33.300000000000004,2.5,3.8,65.3,64.7,0.8,0.9,88.2,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8,,11.199999999999998
358,Moussa Diabaté,23,CHO,C,71,8,17.5,2.4,3.9,59.6,0.0,0.1,0.0,2.4,3.9,60.9,59.6,1.0,1.6,59.5,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7,,9.4
359,Dariq Whitehead,20,BRK,SF,20,0,12.3,2.0,4.8,40.6,1.7,3.7,44.6,0.3,1.1,27.3,57.8,0.2,0.3,60.0,0.2,1.3,1.5,0.6,0.3,0.1,0.8,1.1,5.7,,3.3999999999999995
360,Landry Shamet,27,NYK,SG,50,0,15.2,2.1,4.6,46.1,1.2,3.1,39.7,0.9,1.5,59.5,59.6,0.2,0.4,66.7,0.2,1.0,1.2,0.5,0.5,0.0,0.4,1.0,5.7,,3.8000000000000007
361,Jordan Goodwin,26,LAL,PG,29,5,18.7,2.2,5.0,43.8,0.9,2.3,38.2,1.3,2.6,48.7,52.8,0.3,0.4,81.8,1.3,2.6,3.9,1.4,1.0,0.4,0.9,1.5,5.6,,7.000000000000002
362,Shake Milton,28,2TM,SG,57,2,14.7,2.0,4.5,45.3,0.7,1.9,35.8,1.4,2.6,52.0,52.8,0.8,1.0,79.7,0.5,1.3,1.8,1.8,0.4,0.1,0.7,1.2,5.5,,4.999999999999999
362,Shake Milton,28,BRK,SG,27,1,18.2,2.7,5.8,46.5,1.0,2.7,38.9,1.7,3.1,52.900000000000006,55.400000000000006,0.9,1.2,75.8,0.6,1.3,1.9,2.4,0.6,0.0,0.7,1.6,7.4,,6.600000000000001
362,Shake Milton,28,LAL,SG,30,1,11.5,1.4,3.2,43.3,0.3,1.1,29.4,1.1,2.1,50.8,48.5,0.7,0.9,84.6,0.5,1.3,1.8,1.3,0.3,0.1,0.7,0.8,3.9,,3.899999999999999
363,Aaron Holiday,28,HOU,PG,62,3,12.8,1.9,4.3,43.7,1.2,2.9,39.8,0.7,1.4,51.7,57.1,0.5,0.7,82.89999999999999,0.2,1.0,1.3,1.3,0.3,0.2,0.6,1.0,5.5,,4.3999999999999995
364,Jeff Green,38,HOU,PF,32,3,12.4,1.9,3.8,50.4,0.9,2.5,36.7,1.0,1.3,76.2,62.4,0.7,0.8,80.80000000000001,0.3,1.5,1.8,0.6,0.2,0.1,0.3,1.0,5.4,,4.799999999999999
365,Jonathan Isaac,27,ORL,PF,71,1,15.4,1.9,4.6,41.4,0.5,2.1,25.8,1.3,2.4,54.900000000000006,47.4,1.0,1.5,68.2,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,,7.4
366,Dean Wade,28,CLE,PF,59,30,21.2,1.9,4.6,41.3,1.4,3.8,36.0,0.5,0.8,65.3,56.10000000000001,0.3,0.5,53.3,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,5.4,,6.900000000000002
367,Keaton Wallace,25,ATL,PG,31,5,16.2,2.1,5.2,40.1,0.9,2.6,32.9,1.2,2.6,47.5,48.5,0.4,0.4,10.0,0.2,1.4,1.6,2.6,0.9,0.3,1.1,1.3,5.4,,5.300000000000001
368,Kobe Bufkin,21,ATL,SG,10,0,12.4,1.8,4.7,38.3,0.4,1.9,21.1,1.4,2.8,50.0,42.6,1.3,1.8,72.2,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,,4.499999999999999
369,Jamal Cain,25,NOP,SF,37,0,13.6,1.8,4.3,43.0,0.7,2.2,32.5,1.1,2.1,53.8,51.3,0.9,1.4,68.0,0.7,1.6,2.3,0.6,0.6,0.2,0.6,1.2,5.3,,4.199999999999998
370,Pat Connaughton,32,MIL,SG,41,1,14.7,2.0,4.3,46.9,0.6,2.0,32.1,1.4,2.3,59.4,54.2,0.6,0.8,77.4,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3,,5.999999999999999
371,Kevin Love,36,MIA,PF,23,9,10.9,1.8,5.0,35.7,1.0,2.9,35.8,0.7,2.1,35.4,46.1,0.7,1.0,69.6,1.0,3.1,4.1,1.0,0.7,0.2,0.6,0.9,5.3,,6.299999999999997
372,Ben Sheppard,23,IND,SG,63,9,19.5,1.9,4.6,41.8,1.1,3.2,34.2,0.8,1.4,59.1,53.7,0.4,0.4,88.9,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2.0,5.3,,5.199999999999999
373,Monte Morris,29,PHO,PG,45,0,12.7,1.8,4.3,42.6,0.7,1.9,36.0,1.2,2.4,47.7,50.5,0.8,0.9,85.7,0.3,1.2,1.5,1.6,0.4,0.1,0.5,0.5,5.2,,5.200000000000001
374,Jabari Walker,22,POR,SF,60,1,12.5,2.0,3.8,51.5,0.5,1.2,38.9,1.5,2.6,57.3,57.6,0.8,1.2,69.0,1.0,2.5,3.5,0.6,0.6,0.1,0.6,1.5,5.2,,5.699999999999998
375,Javonte Green,31,2TM,SG,68,19,18.5,1.8,4.2,42.9,0.7,2.1,32.6,1.1,2.1,52.7,50.9,0.8,1.1,72.39999999999999,0.9,2.3,3.2,0.8,1.0,0.5,0.5,1.4,5.1,,6.000000000000001
375,Javonte Green,31,NOP,SG,50,18,21.8,2.0,4.5,44.6,0.8,2.2,35.2,1.2,2.3,53.400000000000006,53.1,1.0,1.3,75.8,1.0,2.6,3.6,0.9,1.1,0.6,0.6,1.5,5.8,,7.1000000000000005
375,Javonte Green,31,CLE,SG,18,1,9.2,1.3,3.5,36.5,0.4,1.8,24.2,0.8,1.7,50.0,42.9,0.3,0.6,50.0,0.6,1.7,2.2,0.6,0.6,0.1,0.2,1.2,3.3,,2.899999999999999
376,Alex Reese,25,2TM,PF,15,0,14.4,1.7,3.6,48.1,1.0,2.7,36.6,0.7,0.9,84.6,62.0,0.6,0.8,75.0,0.6,2.5,3.1,0.3,0.7,0.7,0.4,1.4,5.1,,5.999999999999998
376,Alex Reese,25,OKC,PF,1,0,2.0,1.0,1.0,10.0,0.0,0.0,,1.0,1.0,10.0,100000.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,3.0
376,Alex Reese,25,PHI,PF,14,0,15.3,1.8,3.8,47.2,1.1,2.9,36.6,0.7,0.9,83.3,61.3,0.6,0.9,75.0,0.6,2.7,3.3,0.3,0.7,0.7,0.4,1.5,5.3,,6.1
377,Bismack Biyombo,32,SAS,C,28,26,18.9,2.4,4.1,58.8,0.0,0.0,,2.4,4.1,58.8,58.8,0.4,0.9,40.0,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,5.1,,8.1
378,Mitchell Robinson,26,NYK,C,17,3,17.1,2.2,3.3,66.10000000000001,0.0,0.0,,2.2,3.3,66.10000000000001,66.10000000000001,0.8,1.1,68.4,3.1,2.9,5.9,0.8,0.9,1.1,0.6,1.5,5.1,,10.3
379,Kai Jones,24,2TM,C,40,6,11.7,2.2,2.7,79.80000000000001,0.0,0.1,20.0,2.2,2.6,82.69999999999999,80.30000000000001,0.6,0.8,71.89999999999999,1.0,2.1,3.1,0.6,0.4,0.6,0.5,1.3,5.0,,7.199999999999999
379,Kai Jones,24,LAC,C,28,0,7.4,0.9,1.3,72.2,0.0,0.1,0.0,0.9,1.2,76.5,72.2,0.3,0.4,75.0,0.5,1.1,1.6,0.4,0.2,0.5,0.4,0.8,2.2,,3.2
379,Kai Jones,24,DAL,C,12,6,21.7,5.1,6.1,83.6,0.1,0.3,33.300000000000004,5.0,5.8,85.7,84.2,1.2,1.7,70.0,2.1,4.5,6.6,1.3,0.8,0.8,0.7,2.3,11.4,,16.400000000000002
380,Ben Simmons,28,2TM,PG,51,24,22.0,2.3,4.4,52.0,0.0,0.0,,2.3,4.4,52.0,52.0,0.5,0.6,72.7,0.9,3.8,4.7,5.6,0.7,0.5,2.0,2.1,5.0,,10.2
380,Ben Simmons,28,BRK,PG,33,24,25.0,2.8,5.2,54.7,0.0,0.0,,2.8,5.2,54.7,54.7,0.5,0.8,69.19999999999999,0.9,4.3,5.2,6.9,0.8,0.5,2.7,2.5,6.2,,11.700000000000001
380,Ben Simmons,28,LAC,PG,18,0,16.4,1.3,2.9,43.4,0.0,0.0,,1.3,2.9,43.4,43.4,0.3,0.4,85.7,0.9,2.9,3.8,3.1,0.7,0.4,0.8,1.4,2.9,,6.999999999999998
381,Malaki Branham,21,SAS,SG,47,0,9.1,1.9,4.0,45.8,0.7,1.8,40.5,1.1,2.3,50.0,54.7,0.6,0.7,81.8,0.1,0.9,1.1,0.8,0.2,0.0,0.7,0.6,5.0,,3.5999999999999996
382,Neemias Queta,25,BOS,C,62,6,13.9,2.1,3.3,65.0,0.0,0.0,0.0,2.1,3.2,66.0,65.0,0.7,1.0,75.4,1.4,2.4,3.8,0.7,0.3,0.7,0.6,1.7,5.0,,6.7
383,Alondes Williams,25,DET,SG,1,0,4.0,2.0,2.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,125000.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,6.0
384,Jaylen Martin,21,2TM,SF,16,0,14.9,1.9,4.6,41.9,0.4,1.4,30.4,1.5,3.2,47.1,46.6,0.6,0.6,90.0,0.7,2.1,2.8,1.1,0.6,0.0,0.8,0.9,4.9,,5.0
384,Jaylen Martin,21,BRK,SF,3,0,1.7,0.3,0.7,50.0,0.3,0.3,10.0,0.0,0.3,0.0,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,,0.30000000000000004
384,Jaylen Martin,21,WAS,SF,13,0,18.0,2.3,5.5,41.7,0.5,1.7,27.3,1.8,3.8,48.0,45.8,0.7,0.8,90.0,0.8,2.5,3.4,1.3,0.7,0.0,0.9,1.0,5.8,,6.0
385,Lindy Waters III,27,2TM,SG,52,9,15.0,1.8,4.8,36.9,1.2,3.6,34.4,0.5,1.2,44.4,49.8,0.2,0.2,72.7,0.4,1.7,2.1,1.0,0.5,0.2,0.4,1.2,4.9,,4.1
385,Lindy Waters III,27,GSW,SG,38,9,17.2,2.0,5.4,37.1,1.3,3.9,33.1,0.7,1.5,47.4,49.0,0.2,0.3,72.7,0.4,2.1,2.5,1.1,0.6,0.3,0.4,1.4,5.5,,4.7
385,Lindy Waters III,27,DET,SG,14,0,8.8,1.1,3.1,36.4,1.1,2.7,39.5,0.1,0.4,16.7,53.400000000000006,0.0,0.0,,0.3,0.7,1.0,0.7,0.4,0.1,0.2,0.5,3.4,,2.9000000000000004
386,Trevelin Queen,27,ORL,SG,31,2,13.9,1.8,4.7,38.1,0.7,2.5,28.6,1.1,2.3,48.6,45.6,0.6,0.7,85.7,0.8,0.9,1.7,1.2,1.0,0.3,0.7,1.2,4.9,,4.200000000000001
387,Jock Landale,29,HOU,C,42,3,11.9,1.9,3.6,53.3,0.3,0.6,42.3,1.7,3.0,55.60000000000001,56.89999999999999,0.6,1.0,67.5,1.3,1.9,3.3,0.9,0.3,0.2,0.5,1.2,4.8,,5.699999999999999
388,Colin Castleton,24,3TM,C,26,4,16.6,1.8,3.8,46.9,0.1,0.6,12.5,1.7,3.2,53.7,48.0,1.1,1.5,76.3,2.0,2.7,4.7,1.1,0.3,0.4,0.9,2.0,4.7,,5.900000000000002
388,Colin Castleton,24,MEM,C,10,0,4.6,0.2,1.0,20.0,0.0,0.4,0.0,0.2,0.6,33.300000000000004,20.0,1.0,1.1,90.9,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,1.4,,0.8999999999999999
388,Colin Castleton,24,TOR,C,11,4,26.2,2.9,5.8,50.0,0.2,0.7,25.0,2.7,5.1,53.6,51.6,1.2,1.6,72.2,3.1,3.8,6.9,1.6,0.5,0.7,1.9,2.9,7.2,,8.800000000000002
388,Colin Castleton,24,PHI,C,5,0,19.6,2.4,4.8,50.0,0.0,0.8,0.0,2.4,4.0,60.0,50.0,1.2,1.8,66.7,3.2,4.2,7.4,2.0,0.2,0.2,0.2,2.6,6.0,,9.999999999999998
389,Taylor Hendricks,21,UTA,PF,3,3,25.0,1.3,6.0,22.2,1.0,4.0,25.0,0.3,2.0,16.7,30.6,1.0,1.3,75.0,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7,,4.9999999999999964
390,David Roddy,23,3TM,PF,33,3,12.4,1.7,3.8,45.6,0.6,1.8,31.1,1.2,1.9,59.4,53.2,0.6,0.8,76.9,0.4,2.2,2.5,1.1,0.4,0.3,0.7,0.6,4.6,,5.300000000000001
390,David Roddy,23,ATL,PF,27,3,12.8,1.6,3.4,47.3,0.6,1.6,37.2,1.0,1.9,56.00000000000001,55.900000000000006,0.7,0.8,81.8,0.4,2.2,2.6,1.1,0.4,0.3,0.7,0.7,4.5,,5.6000000000000005
390,David Roddy,23,PHI,PF,3,0,9.7,2.7,6.3,42.1,0.7,3.7,18.2,2.0,2.7,75.0,47.4,0.0,0.0,,0.7,2.3,3.0,1.0,0.7,0.0,0.3,0.3,6.0,,6.5
390,David Roddy,23,HOU,PF,3,0,11.7,1.7,4.3,38.5,0.3,2.3,14.3,1.3,2.0,66.7,42.3,0.7,1.3,50.0,0.0,1.7,1.7,0.7,0.0,0.3,0.3,0.3,4.3,,3.2
391,Drew Eubanks,27,2TM,C,61,4,12.2,1.9,3.2,59.3,0.0,0.1,50.0,1.8,3.1,59.6,60.1,0.8,1.2,66.2,1.0,2.7,3.7,0.9,0.2,0.6,0.7,1.0,4.6,,6.6
391,Drew Eubanks,27,UTA,C,37,4,15.4,2.4,3.9,60.7,0.1,0.1,60.0,2.3,3.8,60.7,61.7,1.0,1.5,63.2,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,,8.700000000000001
391,Drew Eubanks,27,LAC,C,24,0,7.4,1.1,2.0,55.1,0.0,0.0,0.0,1.1,2.0,56.3,55.1,0.5,0.6,78.60000000000001,0.8,1.6,2.4,0.4,0.1,0.3,0.4,0.7,2.7,,3.7999999999999994
392,Pelle Larsson,23,MIA,SG,55,8,14.2,1.6,3.7,43.8,0.6,1.7,33.7,1.0,2.0,52.8,51.7,0.7,1.1,67.2,0.5,1.2,1.7,1.2,0.6,0.1,0.4,1.7,4.6,,3.5999999999999988
393,Julian Phillips,21,CHI,SF,79,5,14.2,1.6,3.6,44.6,0.6,1.9,32.7,1.0,1.7,58.2,53.3,0.8,1.0,78.9,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,,4.099999999999999
394,Cody Williams,20,UTA,SG,50,21,21.2,1.7,5.1,32.300000000000004,0.7,2.7,25.9,1.0,2.4,39.3,39.1,0.6,0.8,72.5,0.5,1.7,2.3,1.2,0.5,0.3,0.9,1.9,4.6,,2.500000000000001
395,Rob Dillingham,20,MIN,PG,49,1,10.5,1.9,4.3,44.1,0.5,1.5,33.800000000000004,1.4,2.8,49.6,50.0,0.2,0.3,53.3,0.2,0.8,1.0,2.0,0.4,0.0,1.1,0.8,4.5,,3.500000000000001
396,Jett Howard,21,ORL,SF,60,0,11.7,1.6,4.4,37.4,0.9,3.1,29.6,0.7,1.3,56.6,47.9,0.3,0.4,69.6,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5,,2.200000000000001
397,Kevon Looney,28,GSW,C,76,6,15.0,1.9,3.7,51.4,0.0,0.1,40.0,1.9,3.6,51.6,51.8,0.7,1.3,56.6,2.4,3.6,6.1,1.6,0.6,0.5,0.5,2.0,4.5,,8.399999999999999
398,Mason Plumlee,34,PHO,C,74,21,17.6,1.7,2.7,61.9,0.0,0.1,0.0,1.7,2.7,63.1,61.9,1.1,1.7,64.8,1.6,4.6,6.1,1.8,0.4,0.6,0.8,2.1,4.5,,8.9
399,Dalen Terry,22,CHI,SG,73,5,13.5,1.6,3.7,44.8,0.5,1.4,35.6,1.1,2.2,50.6,51.7,0.7,0.9,71.0,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,,3.6999999999999984
400,Marvin Bagley III,25,2TM,PF,31,2,8.5,1.8,3.4,51.9,0.1,0.6,15.8,1.7,2.8,59.8,53.3,0.7,1.1,65.7,1.2,1.5,2.7,0.4,0.3,0.3,0.4,0.6,4.4,,5.100000000000001
400,Marvin Bagley III,25,WAS,C,19,1,8.7,2.0,3.7,53.5,0.1,0.5,20.0,1.9,3.2,59.0,54.900000000000006,0.8,1.2,65.2,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9,,5.600000000000001
400,Marvin Bagley III,25,MEM,PF,12,1,8.3,1.4,2.9,48.6,0.1,0.8,11.1,1.3,2.2,61.5,50.0,0.7,1.0,66.7,0.9,1.4,2.3,0.3,0.2,0.3,0.1,0.5,3.6,,4.3
401,Charles Bassey,24,SAS,C,36,1,10.4,1.9,3.3,58.1,0.0,0.0,,1.9,3.3,58.1,58.1,0.6,0.9,63.6,1.6,2.7,4.2,0.5,0.4,0.8,0.6,1.4,4.4,,6.600000000000002
402,Tony Bradley,27,IND,C,14,0,8.1,2.1,3.2,64.4,0.1,0.2,33.300000000000004,2.0,3.0,66.7,65.60000000000001,0.1,0.4,33.300000000000004,1.3,1.7,3.0,0.4,0.1,0.6,0.4,0.8,4.4,,5.8999999999999995
403,Reggie Jackson,34,PHI,PG,31,1,12.4,1.7,4.3,39.1,0.8,2.4,33.800000000000004,0.9,1.9,45.8,48.5,0.2,0.3,77.8,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4,,3.6000000000000014
404,Reed Sheppard,20,HOU,PG,52,3,12.6,1.6,4.6,35.099999999999994,0.9,2.7,33.800000000000004,0.7,1.9,37.1,45.2,0.3,0.3,81.3,0.3,1.2,1.5,1.4,0.7,0.3,0.7,1.0,4.4,,3.6000000000000014
405,Lamar Stevens,27,MEM,PF,17,1,9.1,1.7,3.7,46.0,0.5,1.6,29.6,1.2,2.1,58.3,52.400000000000006,0.5,0.6,72.7,0.2,2.0,2.2,0.5,0.3,0.2,0.6,0.9,4.4,,4.0
406,Mo Bamba,26,2TM,C,32,2,12.9,1.6,3.5,46.400000000000006,0.5,1.7,27.800000000000004,1.2,1.8,63.8,53.1,0.6,0.8,70.39999999999999,1.0,3.5,4.5,0.6,0.3,1.0,0.6,1.8,4.3,,6.200000000000001
406,Mo Bamba,26,LAC,C,28,2,12.6,1.7,3.7,46.6,0.5,1.8,30.0,1.2,1.9,62.3,53.900000000000006,0.6,0.9,68.0,0.9,3.4,4.3,0.6,0.3,1.0,0.7,1.8,4.6,,5.999999999999999
406,Mo Bamba,26,NOP,C,4,0,15.3,1.0,2.3,44.4,0.0,1.0,0.0,1.0,1.3,80.0,44.4,0.5,0.5,10.0,1.5,4.8,6.3,0.5,0.0,0.8,0.3,1.8,2.5,,6.700000000000001
407,Jevon Carter,29,CHI,PG,36,1,8.9,1.5,4.1,37.7,1.0,2.9,33.300000000000004,0.6,1.1,48.8,49.7,0.2,0.3,80.0,0.1,1.0,1.1,1.1,0.4,0.1,0.3,0.4,4.3,,3.6
408,Micah Potter,26,UTA,C,38,10,18.6,1.5,3.6,42.2,0.8,2.6,31.6,0.7,1.0,70.3,53.7,0.4,0.5,85.0,1.1,3.2,4.3,0.8,0.4,0.4,0.8,1.3,4.3,,5.900000000000001
409,Terrence Shannon Jr.,24,MIN,SG,32,1,10.6,1.7,3.6,48.2,0.3,1.0,35.5,1.4,2.6,53.0,53.1,0.5,0.7,81.0,0.3,1.2,1.5,1.0,0.2,0.2,0.5,0.8,4.3,,3.8
410,Daniel Theis,32,NOP,C,38,9,16.3,1.6,3.4,47.3,0.2,1.0,24.3,1.4,2.4,56.49999999999999,50.8,0.8,1.0,83.8,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,,6.699999999999999
411,Torrey Craig,34,2TM,SF,26,4,12.1,1.5,3.5,42.2,0.9,2.5,36.4,0.5,0.9,58.3,55.60000000000001,0.3,0.5,66.7,1.0,1.8,2.8,0.7,0.3,0.5,0.3,1.3,4.2,,4.699999999999999
411,Torrey Craig,34,CHI,SF,9,1,12.6,2.4,5.0,48.9,1.7,3.9,42.9,0.8,1.1,70.0,65.60000000000001,0.3,0.4,75.0,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9,,6.199999999999998
